Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year,average_rating
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2002.0,2.8666666666666667
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2002.0,2.8666666666666667
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2002.0,2.8666666666666667
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2002.0,2.8666666666666667
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2002.0,2.8666666666666667
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2002.0,2.8666666666666667
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2002.0,2.8666666666666667
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.0,2.8333333333333335
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.0,2.8333333333333335
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.0,2.8333333333333335
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2002.0,2.8333333333333335
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2002.0,2.8333333333333335
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2002.0,2.8333333333333335
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995.0,2.8333333333333335
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995.0,2.8333333333333335
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995.0,2.8333333333333335
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995.0,2.8333333333333335
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995.0,2.8333333333333335
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995.0,2.8333333333333335
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007.0,2.8333333333333335
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007.0,2.8333333333333335
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007.0,2.8333333333333335
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2011.0,2.8
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2011.0,2.8
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2011.0,2.8
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2011.0,2.8
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2011.0,2.8
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2008.0,2.75
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2008.0,2.75
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2008.0,2.75
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2008.0,2.75
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1994.0,2.75
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1994.0,2.75
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2006.0,2.75
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2006.0,2.75
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2006.0,2.75
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2006.0,2.75
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2004.0,2.75
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2004.0,2.75
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2007.0,2.7142857142857144
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2007.0,2.7142857142857144
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2007.0,2.7142857142857144
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2007.0,2.7142857142857144
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2007.0,2.7142857142857144
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2007.0,2.7142857142857144
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2007.0,2.7142857142857144
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019.0,2.7
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019.0,2.7
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019.0,2.7
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019.0,2.7
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019.0,2.7
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2003.0,2.6666666666666665
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2003.0,2.6666666666666665
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2003.0,2.6666666666666665
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014.0,2.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014.0,2.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014.0,2.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014.0,2.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014.0,2.6
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018.0,2.6
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018.0,2.6
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018.0,2.6
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018.0,2.6
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018.0,2.6
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000.0,2.5833333333333335
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000.0,2.5833333333333335
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000.0,2.5833333333333335
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000.0,2.5833333333333335
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000.0,2.5833333333333335
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000.0,2.5833333333333335
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,2.5714285714285716
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,2.5714285714285716
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,2.5714285714285716
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,2.5714285714285716
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,2.5714285714285716
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,2.5714285714285716
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,2.5714285714285716
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2006.0,2.5
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014.0,2.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002.0,2.5
1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2003.0,2.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,2.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011.0,2.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2001.0,2.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2001.0,2.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1984.0,2.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1984.0,2.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1984.0,2.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1984.0,2.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1984.0,2.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1984.0,2.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,2.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988.0,2.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,2.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,2.5
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1925.0,2.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013.0,2.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,2.5
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2002.0,2.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,2.5
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1986.0,2.5
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1986.0,2.5
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2006.0,2.5
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008.0,2.5
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008.0,2.5
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008.0,2.5
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008.0,2.5
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2008.0,2.5
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2008.0,2.5
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2011.0,2.5
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2011.0,2.5
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2011.0,2.5
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2021.0,2.5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2007.0,2.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,2.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,2.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,2.5
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1974.0,2.5
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004.0,2.5
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004.0,2.5
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2021.0,2.5
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,2.5
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,2.5
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1978.0,2.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,2.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,2.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,2.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015.0,2.5
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2004.0,2.5
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2020.0,2.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023.0,2.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023.0,2.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011.0,2.375
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011.0,2.375
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011.0,2.375
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011.0,2.375
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2005.0,2.375
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2005.0,2.375
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2005.0,2.375
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2005.0,2.375
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2011.0,2.3333333333333335
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2011.0,2.3333333333333335
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2011.0,2.3333333333333335
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2011.0,2.3333333333333335
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2011.0,2.3333333333333335
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2011.0,2.3333333333333335
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003.0,2.3333333333333335
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003.0,2.3333333333333335
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003.0,2.3333333333333335
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.0,2.3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.0,2.3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.0,2.3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.0,2.3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.0,2.3
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2003.0,2.25
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2003.0,2.25
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2003.0,2.25
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2003.0,2.25
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2017.0,2.1666666666666665
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2017.0,2.1666666666666665
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2017.0,2.1666666666666665
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1985.0,2.0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1966.0,2.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,2.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2012.0,2.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2003.0,2.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007.0,2.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2022.0,2.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1989.0,2.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1989.0,2.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2004.0,2.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1998.0,2.0
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013.0,2.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1958.0,2.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1962.0,2.0
0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2010.0,2.0
0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2010.0,2.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000.0,2.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2010.0,2.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1991.0,2.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1991.0,2.0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,2.0
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1944.0,2.0
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1944.0,2.0
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1944.0,2.0
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1944.0,2.0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001.0,2.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1986.0,2.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1986.0,2.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017.0,2.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017.0,2.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015.0,2.0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,2.0
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2003.0,2.0
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2003.0,2.0
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2003.0,2.0
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2003.0,2.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1962.0,1.75
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1962.0,1.75
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1977.0,1.75
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1977.0,1.75
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2004.0,1.6666666666666667
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2004.0,1.6666666666666667
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2004.0,1.6666666666666667
1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1997.0,1.625
1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1997.0,1.625
1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1997.0,1.625
1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1997.0,1.625
1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2012.0,1.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013.0,1.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013.0,1.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1992.0,1.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1992.0,1.5
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1993.0,1.5
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1993.0,1.5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.0,1.5
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012.0,1.5
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2000.0,1.5
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1932.0,1.5
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2006.0,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2016.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1992.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1992.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1992.0,1.0
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013.0,1.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014.0,1.0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1999.0,1.0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1999.0,1.0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1999.0,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1984.0,0.5
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1989.0,0.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983.0,0.5
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1998.0,0.5
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009.0,0.5
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0,0.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,0.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1992.0,0.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1992.0,0.0
